"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10","Status"
"700320-3652233",0,0,0,0,1,0,1,0,1,1,"equal"
"890902-4209282",0,1,0,0,1,0,1,0,0,1,"equal"
"650326-4561337",1,1,0,1,0,1,1,0,1,0,"equal"
"900105-4507544",0,1,1,0,1,1,0,1,1,0,"equal"
"900218-3285450",0,1,0,1,1,1,1,0,0,1,"equal"
"960721-1980974",1,0,0,1,0,1,1,1,0,0,"equal"
"891213-4794452",1,0,0,0,1,1,1,1,0,0,"equal"
"510109-4368760",0,0,0,0,1,1,0,0,0,1,"equal"
"790524-2100884",1,0,0,1,0,0,0,0,0,0,"equal"
"640817-3520601",1,0,0,0,0,0,1,0,1,0,"equal"
"661101-1851853",1,0,1,0,1,1,1,0,1,1,"equal"
"820203-4539655",0,0,0,0,1,1,0,1,0,0,"equal"
"511120-3068188",0,1,0,1,1,0,0,1,0,1,"equal"
"670206-4622931",1,0,0,1,0,1,0,1,1,0,"equal"
"780215-2837010",0,1,0,0,1,0,1,1,1,1,"equal"
"890501-4944116",0,0,1,1,0,0,1,0,0,0,"equal"
"680505-4117663",1,1,0,0,0,1,0,1,1,0,"equal"
"731101-1831612",0,1,1,1,1,0,0,1,0,0,"equal"
"550211-2895846",1,1,0,0,1,0,0,0,1,1,"equal"
"640121-1494126",0,1,1,0,0,0,1,1,0,0,"equal"
"990202-3754032",0,1,1,1,0,1,0,0,1,1,"equal"
"820519-1129039",0,0,0,1,0,1,1,1,1,0,"equal"
"760715-3412522",0,1,0,0,1,1,1,0,0,0,"equal"
"761006-4449235",1,1,1,1,1,1,0,1,0,0,"equal"
"740521-2589333",1,0,1,1,1,0,1,1,0,1,"equal"
"840924-4335673",0,0,0,1,0,0,0,1,1,0,"equal"
"741107-2796961",0,0,1,1,1,0,1,1,1,1,"equal"
"650726-1110185",0,1,1,1,1,1,0,1,0,1,"equal"
"790227-2219670",1,1,0,1,0,0,0,0,1,1,"equal"
"800701-3918324",0,1,0,0,1,1,1,1,1,0,"equal"
"910907-3408363",0,1,1,0,1,0,0,0,1,1,"equal"
"631101-3135010",0,0,1,1,1,0,0,1,1,1,"equal"
"790513-1025386",0,1,1,1,1,0,0,0,1,0,"equal"
"780409-2601772",1,1,1,0,0,0,1,0,0,1,"equal"
"521128-1037592",1,1,1,1,1,1,1,1,1,0,"equal"
"840301-3606874",1,0,1,1,1,1,1,1,0,0,"equal"
"970321-1102072",1,0,0,0,1,1,1,0,0,0,"equal"
"580710-1766421",1,1,1,0,0,0,1,0,0,1,"equal"
"690308-4853090",0,1,0,0,1,0,0,1,0,1,"equal"
"520114-3808469",1,1,1,1,0,1,0,0,1,1,"equal"
"550108-3744911",1,1,1,0,1,1,0,1,0,0,"equal"
"660907-3180310",1,0,0,1,1,0,0,0,0,1,"equal"
"971226-4774945",1,1,0,1,1,1,0,1,1,1,"equal"
"821126-3866284",1,1,1,0,1,0,0,1,0,0,"equal"
"960707-1833600",0,1,0,0,0,1,0,0,1,0,"equal"
"521028-2661198",0,0,0,0,1,0,0,0,1,1,"equal"
"941209-3360337",1,1,1,0,1,1,0,0,1,1,"equal"
"850910-2292965",1,0,1,1,0,0,0,1,0,1,"equal"
"880327-2937108",0,0,0,1,0,1,1,1,0,1,"equal"
"930912-4518572",0,1,1,1,0,0,1,1,0,0,"equal"
"591005-2403205",1,1,1,1,1,1,1,1,0,1,"equal"
"830617-4374244",1,1,1,0,0,1,1,0,1,1,"equal"
"800923-3897146",1,1,0,0,0,0,1,1,0,1,"equal"
"840124-1915554",1,0,0,1,1,1,1,0,1,0,"equal"
"520416-4005642",0,1,1,1,0,0,1,0,0,1,"equal"
"520428-4310040",0,1,1,0,0,1,0,0,0,0,"equal"
"930421-4566253",0,0,1,1,1,0,1,0,0,1,"equal"
"530911-2246465",0,1,0,0,1,0,1,1,0,0,"equal"
"700214-2300490",0,1,0,1,0,0,0,0,0,1,"equal"
"800814-3416103",1,1,1,1,0,0,1,0,1,1,"equal"
"921023-1193203",0,1,1,0,0,0,1,0,1,1,"equal"
"790205-1564482",0,1,0,0,0,0,1,0,0,0,"equal"
"690517-1841646",0,1,1,1,0,0,0,1,1,0,"equal"
"780918-2131570",1,1,1,1,0,1,1,1,1,0,"equal"
"710621-4576656",0,1,0,1,0,1,1,0,0,1,"equal"
"780508-4292804",0,0,1,1,0,0,1,1,1,1,"equal"
"550823-4579214",0,0,0,1,1,0,1,0,0,0,"equal"
"510913-4988893",1,1,0,0,1,0,0,1,0,0,"equal"
"810522-1926642",1,1,0,0,1,1,1,0,1,0,"equal"
"790714-4798094",1,0,1,0,0,0,0,0,0,1,"equal"
"860214-4002327",1,0,1,0,0,1,1,1,0,1,"equal"
"980411-3775310",1,0,1,0,0,0,1,0,1,1,"equal"
"830211-3271023",1,1,0,1,0,1,0,0,1,1,"equal"
"920804-1947779",0,1,1,0,0,1,1,0,1,0,"equal"
"540328-3289388",0,0,0,1,1,0,1,0,0,1,"equal"
"690713-3160330",1,0,1,1,1,1,0,1,1,1,"equal"
"870308-1195581",0,1,0,0,0,1,1,0,1,1,"equal"
"930207-3921754",0,0,1,0,0,1,1,1,0,0,"equal"
"560413-1173878",1,0,0,1,0,0,1,1,0,0,"equal"
"931228-3808518",1,1,1,1,1,0,0,0,0,1,"equal"
"630509-1153113",1,0,0,1,0,0,1,0,1,1,"equal"
"640117-3890460",0,0,1,0,1,0,0,0,1,0,"equal"
"560218-2131362",0,0,1,0,0,0,1,1,1,0,"equal"
"820324-4136893",0,0,0,1,1,1,1,1,0,1,"equal"
"801124-2483983",0,1,1,1,0,1,0,0,1,0,"equal"
"700122-2555137",1,0,0,1,1,1,1,0,0,0,"equal"
"750209-4545485",0,1,1,0,1,0,1,1,0,1,"equal"
"530910-2834726",0,0,1,0,1,1,1,1,1,1,"equal"
"670919-3184857",1,1,0,0,0,1,0,1,0,1,"equal"
"771105-4478664",1,0,0,0,0,0,0,0,0,1,"equal"
"570803-1611008",0,0,0,1,0,0,0,1,1,1,"equal"
"830922-2261659",1,0,0,0,1,1,1,0,1,0,"equal"
"581104-1932938",0,1,0,0,0,1,0,0,1,0,"equal"
"761018-1870556",0,1,0,0,1,1,0,1,1,1,"equal"
"540409-3627957",1,1,1,0,1,1,0,0,1,0,"equal"
"590407-2702010",1,0,0,1,0,1,1,1,1,1,"equal"
"930416-2005973",0,0,1,0,0,1,1,1,0,1,"equal"
"790302-4581963",1,0,1,1,1,1,0,1,1,0,"equal"
"780825-4166229",1,0,0,0,0,0,1,1,1,1,"equal"
"990813-4981950",0,0,0,1,0,1,0,0,1,0,"equal"
"850411-4549820",1,1,1,0,0,0,0,0,0,0,"equal"
"961024-2167548",1,0,1,0,1,1,0,0,1,1,"equal"
"790705-1207877",1,1,0,0,0,0,1,1,0,1,"equal"
"620104-4874260",0,1,1,0,0,0,1,0,0,1,"equal"
"791127-1080999",0,1,1,1,1,0,0,1,0,1,"equal"
"870615-2225467",1,1,1,0,1,1,1,1,1,1,"equal"
"580206-3996418",1,0,1,0,1,1,0,0,0,0,"equal"
"501208-4427703",1,0,1,0,1,1,0,0,1,0,"equal"
"771018-1331995",0,0,0,1,0,0,1,1,1,0,"equal"
"500521-3711605",0,1,0,0,1,0,0,0,0,0,"equal"
"550811-2799884",0,1,1,0,0,1,1,1,0,0,"equal"
"580925-2809999",0,0,0,0,0,1,0,0,0,0,"equal"
"510222-4342987",1,1,0,0,0,0,1,1,0,0,"equal"
"901126-3955372",1,0,0,0,0,0,1,0,0,1,"equal"
"960523-3045485",1,1,1,1,1,1,1,0,1,1,"equal"
"620203-2136913",0,1,1,0,0,1,0,1,0,1,"equal"
"900718-4750638",0,1,0,0,1,0,1,1,0,1,"equal"
"540625-3158799",1,1,1,0,1,1,0,1,1,0,"equal"
"960920-4610417",0,0,1,0,0,0,0,1,0,0,"equal"
"900801-4619188",0,1,1,0,1,1,0,0,0,0,"equal"
"890617-2906351",1,1,1,0,1,1,1,1,1,1,"equal"
"630124-4013240",0,0,1,0,1,0,0,1,0,0,"equal"
"690925-4309611",1,1,0,0,1,0,1,1,0,0,"equal"
"610111-2687894",1,0,0,1,0,1,0,0,0,0,"equal"
"580505-1533517",0,1,0,0,0,0,1,0,0,0,"equal"
"930728-3761014",0,0,0,1,1,1,0,0,0,0,"equal"
"711027-3142381",1,0,1,1,0,1,1,1,0,0,"equal"
"850921-4084327",0,1,0,1,1,0,1,0,0,1,"equal"
"990119-3400860",1,0,1,0,1,1,0,0,1,0,"equal"
"790214-3357127",1,1,0,1,1,1,0,1,1,1,"equal"
"840311-4529696",1,0,1,1,0,0,0,0,0,0,"equal"
"550524-2204082",0,0,0,1,0,0,0,1,0,1,"equal"
"670113-3456885",0,1,0,0,0,1,0,1,0,1,"equal"
"960904-3861640",1,1,1,1,1,1,0,1,1,1,"equal"
"661011-3058400",0,1,0,0,1,1,0,0,1,0,"equal"
"640822-1293113",0,0,0,0,1,1,0,1,1,0,"equal"
"580204-1401238",1,0,0,1,1,1,0,0,0,0,"equal"
"670220-4811823",0,0,1,0,0,0,1,1,0,0,"equal"
"800404-2877110",0,1,0,0,1,1,1,0,1,0,"equal"
"560810-1103061",1,0,1,0,0,1,1,1,0,0,"equal"
"660625-1571283",1,1,1,1,0,1,0,0,1,1,"equal"
"950420-2267521",1,0,0,1,1,0,0,1,1,1,"equal"
"700119-3577996",0,1,1,0,1,0,0,1,1,0,"equal"
"841224-2518801",1,1,0,0,0,0,0,0,1,0,"equal"
"760503-1845181",0,0,1,1,0,0,0,0,0,1,"equal"
"950521-4312944",1,0,0,1,0,0,1,1,0,1,"equal"
"660303-4763208",0,1,1,0,1,0,0,0,1,1,"equal"
"720814-2182054",1,1,1,0,1,0,1,1,0,1,"equal"
"631225-3596788",0,1,1,1,0,1,1,0,0,1,"equal"
"750909-3090214",0,1,0,0,1,1,0,1,0,1,"equal"
"710314-1986056",1,1,0,1,1,0,1,0,0,1,"equal"
"990901-2299455",0,0,1,1,1,1,0,1,0,0,"equal"
"710412-2097151",0,0,1,0,0,1,0,0,0,0,"equal"
"620415-3072808",1,0,1,1,1,1,1,1,0,0,"equal"
"660803-4453556",0,0,1,0,1,1,0,0,1,0,"equal"
"850120-1680357",1,0,0,1,0,1,1,1,1,0,"equal"
"990528-2825298",0,1,1,1,1,0,1,1,1,0,"equal"
"600522-1091499",0,0,0,1,1,0,0,0,1,0,"equal"
"890119-4395454",0,1,0,1,0,1,1,0,0,1,"equal"
"541207-1238222",1,0,1,0,0,1,1,0,0,0,"equal"
"580605-3504087",1,1,1,0,1,0,1,1,1,1,"equal"
"920220-2819333",0,0,0,0,0,1,1,1,0,0,"equal"
"680618-4860415",0,0,0,0,0,1,0,0,1,0,"equal"
"580308-2101862",0,1,0,1,0,0,1,1,0,0,"equal"
"970624-2951481",0,1,0,1,0,0,0,1,1,1,"equal"
"780424-2479842",0,1,1,0,1,0,0,1,0,0,"equal"
"580721-3577383",1,1,0,1,0,1,1,0,1,1,"equal"
"880617-2869461",0,1,0,0,0,1,1,0,1,0,"equal"
"980206-3283168",1,1,0,1,0,0,1,0,0,1,"equal"
"990305-4783528",1,1,1,1,0,1,1,1,0,0,"equal"
"840307-3947075",1,1,0,1,0,1,1,0,1,1,"equal"
"581218-2451868",1,0,0,0,1,0,0,0,1,0,"equal"
"820607-2567913",1,1,1,1,1,0,0,0,1,1,"equal"
"820224-4626673",0,1,0,0,0,0,1,0,1,1,"equal"
"680605-4389372",1,0,0,0,0,1,1,0,1,0,"equal"
"501228-2533336",0,0,1,0,1,1,0,1,0,1,"equal"
"790111-3561309",0,1,0,0,1,1,1,0,1,1,"equal"
"770624-2172463",0,1,1,0,1,0,1,0,1,0,"equal"
"980621-4312852",1,1,0,0,1,0,0,1,0,1,"equal"
"740116-4368121",0,0,1,0,0,0,1,0,0,0,"equal"
"710114-4572068",0,0,1,1,0,0,0,0,0,1,"equal"
"720218-2458025",0,1,1,1,1,1,1,1,0,1,"equal"
"860402-3235236",0,0,0,1,1,1,1,0,0,1,"equal"
"870217-4898543",0,0,1,0,0,0,1,1,0,0,"equal"
"561022-1572284",0,0,1,0,1,0,1,0,1,0,"equal"
"700107-4069581",0,1,1,1,1,1,0,1,0,0,"equal"
"680620-2597260",0,1,1,0,0,0,1,0,1,0,"equal"
"700920-3884039",0,1,0,0,0,1,1,0,1,0,"equal"
"560411-3200699",1,0,0,0,0,0,1,1,1,0,"equal"
"830325-4914688",0,0,1,0,0,1,1,1,1,0,"equal"
"580201-1369473",0,1,1,0,1,0,0,0,0,1,"equal"
"520124-4949807",1,1,0,0,0,1,1,0,1,0,"equal"
"571115-2193377",0,1,0,1,1,0,0,1,0,1,"equal"
"890411-1857002",1,1,0,1,1,1,1,1,0,1,"equal"
"710625-4422643",0,1,1,0,1,1,1,1,1,0,"equal"
"910216-4740707",1,1,0,1,0,0,1,0,0,1,"equal"
"771020-1072454",0,1,1,0,1,0,1,1,0,1,"equal"
"581206-4547316",1,1,0,0,0,1,1,1,0,0,"equal"
"880718-4562705",1,0,0,0,1,0,0,0,0,0,"equal"
"611201-4926370",0,0,0,0,1,1,0,0,0,1,"equal"
"620117-3662272",1,1,0,0,1,0,0,0,1,1,"equal"
"580318-2038112",1,0,0,1,1,0,0,0,0,0,"equal"
"771209-2217127",1,0,0,0,0,1,0,0,1,1,"equal"
"680707-4374420",0,0,0,0,1,0,0,0,0,1,"equal"
"610309-4785147",0,1,1,0,1,1,0,0,1,0,"equal"
"850304-2941507",1,1,0,1,0,1,1,1,0,0,"equal"
"770110-3885915",1,1,1,0,0,1,0,1,1,1,"equal"
"961001-4953943",1,0,1,1,1,1,1,0,1,0,"equal"
"910515-1475198",0,0,0,0,0,0,0,1,0,1,"equal"
"910820-4344802",0,1,0,1,0,0,1,0,1,0,"equal"
"730902-1538740",0,0,0,0,0,0,0,0,1,1,"equal"
"801105-3054155",1,1,0,0,1,0,1,1,0,1,"equal"
"700826-1959761",0,1,1,1,0,0,1,1,1,0,"equal"
"520319-2313187",1,0,1,1,1,1,1,0,0,0,"equal"
"920423-1438482",0,1,1,0,0,1,1,0,0,1,"equal"
"881006-4113394",1,1,0,1,0,0,0,1,0,0,"equal"
"820325-4778078",0,1,0,0,1,0,1,0,0,1,"equal"
"550309-4837791",1,0,0,0,1,0,1,0,0,0,"equal"
"600826-1771964",0,1,1,1,0,0,1,1,0,1,"equal"
"710802-2772589",0,1,1,0,0,0,1,0,1,1,"equal"
"931101-2656814",0,1,0,0,1,1,0,0,0,0,"equal"
"861119-1205825",0,0,1,1,1,0,0,1,0,0,"equal"
"580517-2848054",0,1,0,0,0,0,0,0,1,1,"equal"
"780418-1369287",0,1,1,1,0,0,0,0,0,0,"equal"
"961210-2396651",0,0,1,1,0,0,0,0,0,0,"equal"
"840803-2031747",1,1,1,0,1,0,0,1,1,0,"equal"
"730511-3814917",1,0,0,1,0,0,0,1,0,1,"equal"
"520627-3898857",1,0,0,0,0,0,1,0,1,0,"equal"
"840113-1085131",1,1,1,0,0,0,1,1,0,0,"equal"
"980109-3761182",1,1,1,0,0,0,0,0,0,0,"equal"
"570215-1922174",1,1,1,1,0,1,1,0,1,0,"equal"
"790416-1589835",0,0,0,1,1,0,1,1,1,1,"equal"
"640426-2581581",1,1,0,1,0,0,1,0,1,1,"equal"
"670718-4224068",0,1,0,1,0,1,1,1,1,0,"equal"
"600315-4915063",1,1,0,1,1,1,1,1,0,0,"equal"
"541218-1059951",0,1,1,1,1,1,0,1,0,0,"equal"
"920221-2991435",0,1,1,0,0,0,1,1,0,0,"equal"
"660112-1519694",0,1,0,1,1,1,0,0,1,0,"equal"
"631225-1680435",1,0,1,1,1,0,1,1,0,0,"equal"
"740101-3369180",1,0,1,0,0,0,1,1,1,0,"equal"
"840408-4728327",1,0,1,0,1,1,1,1,1,0,"equal"
"571217-2233127",0,1,1,1,0,1,1,1,0,1,"equal"
"710111-3277745",0,1,1,0,0,1,1,0,0,1,"equal"
"590910-3525607",0,1,0,0,1,0,0,1,0,1,"equal"
"951226-3717293",0,0,1,1,1,1,1,0,0,1,"equal"
"951015-2148673",1,0,1,1,1,1,0,1,0,1,"equal"
"951205-4433074",1,0,0,0,1,0,0,1,0,1,"equal"
"830109-2359976",1,1,0,0,1,0,1,1,1,0,"equal"
"641210-3935082",0,0,1,0,1,1,1,0,1,1,"equal"
"730510-2745712",0,1,1,1,1,1,1,1,0,0,"equal"
"760415-2594398",1,1,0,1,0,1,1,0,1,0,"equal"
"771010-4034627",0,1,0,0,1,0,1,1,0,1,"equal"
"930104-4944262",1,0,0,0,1,1,1,1,0,0,"equal"
"760119-2463503",1,1,0,0,1,0,1,0,1,1,"equal"
"861008-2625183",0,1,0,1,1,0,1,0,0,1,"equal"
"790602-4469075",1,1,0,1,1,1,0,1,1,1,"equal"
"500828-2435795",1,1,1,1,1,1,1,1,0,1,"equal"
"900813-2763203",1,0,0,1,1,0,1,1,1,0,"equal"
"840610-3109630",0,0,0,0,1,0,0,0,0,0,"equal"
"681012-2011156",0,0,1,1,1,1,1,1,0,1,"equal"
"890309-1713239",1,1,1,1,1,0,0,1,0,0,"equal"
"730105-1486724",1,0,0,1,1,0,0,0,1,0,"equal"
"880424-4355198",1,1,1,1,0,0,1,0,1,1,"equal"
"911215-3851917",0,0,0,0,0,1,0,1,1,0,"equal"
"711208-1854654",1,1,1,0,1,0,1,0,0,0,"equal"
"820228-4159205",0,0,1,1,1,1,1,1,1,0,"equal"
"530311-2838945",1,0,1,0,1,1,1,1,0,0,"equal"
"811221-1120765",0,1,1,1,0,1,1,1,1,0,"equal"
"880208-3996104",0,0,1,1,0,1,1,0,1,0,"equal"
"680405-3149608",1,0,0,0,1,1,0,0,1,0,"equal"
"541023-4422990",1,1,0,1,1,1,1,1,0,0,"equal"
"730202-4037330",1,1,0,1,1,0,0,0,0,0,"equal"
"510113-3620977",0,0,1,1,1,0,0,0,0,1,"equal"
"901005-3445949",1,0,0,1,0,0,1,0,1,1,"equal"
"940212-3417574",1,0,0,0,0,0,1,0,1,1,"equal"
"880201-3748261",0,1,1,1,1,1,0,0,1,0,"equal"
"770517-1101903",0,1,1,1,0,0,0,0,0,0,"equal"
"931108-2210871",1,1,0,0,1,1,1,1,0,1,"equal"
"670428-4286951",1,1,0,0,1,1,0,0,0,0,"equal"
"780506-3174977",0,0,1,1,0,0,0,0,0,1,"equal"
"860927-1443032",1,0,1,1,1,0,1,1,0,0,"equal"
"810809-3430651",1,1,1,1,1,0,1,0,0,1,"equal"
"540905-4989980",1,0,0,1,1,1,1,1,1,0,"equal"
"550111-4983084",0,1,0,0,1,1,0,0,1,0,"equal"
"680703-3377984",1,1,1,0,0,0,0,0,0,1,"equal"
"970825-2215640",0,1,1,0,1,0,0,1,0,1,"equal"
"921016-3663401",1,0,0,1,0,1,0,0,0,0,"equal"
"560118-2467027",1,0,1,1,1,0,0,0,0,1,"equal"
"880322-1585452",0,1,1,1,1,1,1,1,1,1,"equal"
"941114-3607397",0,1,1,0,1,1,0,1,1,1,"equal"
"870601-1862444",1,0,0,0,0,1,0,1,1,0,"equal"
"850828-1414456",1,1,1,1,0,0,0,1,0,0,"equal"
"630517-2280104",1,1,1,0,0,0,0,1,1,0,"equal"
"660404-3990380",1,1,0,0,0,0,0,0,0,1,"equal"
"701009-2025421",1,0,0,0,1,0,1,1,1,1,"equal"
"990727-1733834",1,1,0,1,0,0,0,1,0,1,"equal"
"701016-2153079",0,0,0,0,0,0,0,0,1,1,"equal"
"990314-2685073",1,1,0,1,0,0,0,1,0,1,"equal"
"860517-3434332",0,1,0,1,1,0,0,0,0,1,"equal"
"611028-1974406",0,1,0,1,1,1,1,0,0,1,"equal"
"730318-1887590",0,0,1,0,1,1,1,1,0,0,"equal"
"731015-1738874",1,1,0,1,1,0,1,1,0,1,"equal"
"791207-1895705",0,0,0,1,1,0,0,1,0,0,"equal"
"860403-3991656",1,1,0,1,1,1,0,0,0,1,"equal"
"950625-4773336",0,1,0,1,0,1,0,1,0,1,"equal"
"631103-4367307",1,0,1,1,0,0,0,0,0,0,"equal"
"800817-3004971",1,0,1,1,1,0,1,1,0,1,"equal"
"790625-2448327",0,0,1,0,1,1,1,0,0,0,"equal"
"791223-1682420",1,1,0,0,0,0,0,1,1,1,"equal"
"530427-2369673",0,0,1,0,0,1,0,0,1,0,"equal"
"600119-3610922",0,1,0,0,0,1,0,0,0,1,"equal"
"830523-3337837",1,0,1,1,0,0,0,1,0,1,"equal"
"651015-3030863",0,1,0,1,0,0,1,0,0,1,"equal"
"631203-2454154",1,1,1,1,0,1,0,0,0,1,"equal"
"691120-2690537",1,0,1,0,0,1,1,0,0,0,"equal"
"891002-4482093",1,1,1,1,0,1,1,1,0,0,"equal"
"870710-3033354",0,1,0,1,0,0,1,1,0,1,"equal"
"520902-3149108",1,0,0,1,1,0,1,0,0,1,"equal"
"630411-4723755",1,0,1,1,0,0,0,0,0,1,"equal"
"660607-2653306",0,1,1,0,1,0,0,1,1,1,"equal"
"880228-3590983",0,0,1,1,0,0,0,1,1,0,"equal"
"791217-1445955",0,1,0,1,0,1,0,1,1,1,"equal"
"540907-2025706",0,0,0,1,0,1,1,1,1,1,"equal"
"760209-2326667",0,0,0,0,0,0,0,0,1,1,"equal"
"590202-1931140",1,1,0,0,1,1,0,1,0,0,"equal"
"781015-2326687",0,0,1,1,0,1,1,0,1,1,"equal"
"840420-3707664",0,1,1,0,1,0,0,0,0,0,"equal"
"591115-4666630",0,1,1,1,1,1,1,1,0,0,"equal"
"890719-3874409",1,1,1,0,1,0,0,1,1,0,"equal"
"601115-4236314",1,1,1,0,0,1,0,1,0,1,"equal"
"500606-1258897",1,1,1,1,1,0,0,1,0,0,"equal"
"850715-3998875",1,0,1,0,1,0,1,1,1,0,"equal"
"950921-1929373",1,1,0,0,1,1,0,0,0,0,"equal"
"980609-2519320",0,1,1,1,0,1,1,0,0,1,"equal"
"911026-1623638",0,1,1,1,1,0,1,0,1,1,"equal"
"851107-3479304",0,0,1,0,1,0,0,1,0,1,"equal"
"701115-1086670",1,0,0,0,1,0,0,0,1,1,"equal"
"970516-2236613",0,1,0,1,0,0,1,1,1,0,"equal"
"641207-3622556",1,1,1,1,0,1,0,1,0,1,"equal"
"801114-3845588",0,0,0,0,1,0,0,1,0,0,"equal"
"651106-1890908",0,1,0,0,1,1,1,1,1,1,"equal"
"551023-3824631",1,1,1,0,1,1,1,0,1,1,"equal"
"810425-1725546",1,0,0,0,0,1,1,0,1,1,"equal"
"751208-4831074",1,0,0,0,1,0,1,0,1,0,"equal"
"740628-3565179",1,1,0,0,1,1,0,0,1,0,"equal"
"800216-3174014",0,0,0,1,1,0,1,0,0,1,"equal"
"821115-1217708",0,0,0,1,1,0,1,1,0,1,"equal"
"871116-1074459",0,0,0,1,0,1,1,0,1,1,"equal"
"970314-1978911",1,0,1,0,0,0,0,0,0,0,"equal"
"941028-3552743",0,1,1,0,1,1,1,1,0,1,"equal"
"990321-3955163",1,1,1,1,0,1,1,0,1,1,"equal"
"521002-1504924",1,1,0,0,0,1,1,0,1,1,"equal"
"981104-1106289",1,0,0,1,1,0,1,0,0,0,"equal"
"900907-1989249",1,1,1,1,0,0,0,1,1,0,"equal"
"971127-4469650",0,0,1,1,1,0,1,1,1,0,"equal"
"500114-2782767",1,0,1,1,1,1,1,0,0,1,"equal"
"520420-3271265",0,1,1,1,1,1,1,0,1,0,"equal"
"660907-4204548",0,0,0,0,0,1,0,1,1,0,"equal"
"500309-3812227",0,1,1,1,0,0,0,1,0,0,"equal"
"700601-1900790",0,1,0,1,0,0,0,0,0,1,"equal"
"850318-4192900",0,1,0,1,1,0,1,0,0,0,"equal"
"890522-3007772",0,1,0,0,1,0,1,1,0,0,"equal"
"590805-2148185",0,0,1,0,0,0,0,0,0,0,"equal"
"610514-4292022",0,0,1,0,0,0,0,1,1,1,"equal"
"821105-4414480",0,1,0,1,1,1,0,0,1,0,"equal"
"691104-1046083",1,1,0,1,1,0,1,1,0,0,"equal"
"940809-1957727",0,1,1,1,0,1,0,1,1,1,"equal"
"560415-2626591",1,0,0,0,1,0,0,1,1,0,"equal"
"870201-1149421",0,0,0,1,0,0,0,1,0,1,"equal"
"701024-2763053",1,1,0,1,0,1,1,0,0,0,"equal"
"500825-3205114",0,0,0,0,0,1,0,0,1,1,"equal"
"850217-3317993",0,1,0,1,0,0,0,1,1,0,"equal"
"660613-1236086",1,0,1,0,0,1,1,0,0,1,"equal"
"830310-1673222",0,0,1,1,1,0,0,0,1,1,"equal"
"531101-1658698",1,0,1,0,1,0,1,1,1,0,"equal"
"540414-2710530",0,0,0,1,1,1,1,0,0,1,"equal"
"840117-4527541",1,1,1,0,0,0,0,1,1,0,"equal"
"891227-2222158",1,0,0,0,0,0,0,1,0,1,"equal"
"821008-4181667",1,1,0,1,1,0,0,0,1,1,"equal"
"810905-1160523",1,1,1,0,1,0,0,0,1,1,"equal"
"521115-2075391",1,0,0,0,1,0,0,1,1,1,"equal"
"621106-3980632",1,1,0,1,1,1,1,1,0,1,"equal"
"760410-4553330",0,0,0,0,0,0,1,0,0,0,"equal"
"810911-1862917",1,1,0,1,1,1,0,1,0,0,"equal"
"660315-4512289",1,1,0,1,1,0,1,0,1,0,"equal"
"590108-2338239",1,0,1,1,0,1,1,1,0,1,"equal"
"591214-1414581",1,1,1,0,0,1,0,1,1,1,"equal"
"910313-1250834",1,1,0,1,0,1,0,0,1,0,"equal"
"930727-3943678",1,1,0,1,1,1,0,1,1,0,"equal"
"780116-2372180",1,0,1,0,0,0,1,0,1,1,"equal"
"610702-2129705",0,0,1,1,1,0,0,0,1,0,"equal"
"521108-2451471",0,0,0,0,0,1,0,0,0,0,"equal"
"520723-1965225",0,1,1,1,0,0,0,0,0,1,"equal"
"660208-3534777",1,0,1,0,1,1,0,0,0,1,"equal"
"691007-2532136",0,0,0,0,1,1,1,0,0,1,"equal"
"880925-1746529",1,0,1,1,0,0,1,1,1,0,"equal"
"650723-4043109",0,0,1,0,1,0,1,0,1,1,"equal"
"651128-4740994",0,1,0,1,0,0,1,1,1,0,"equal"
"670716-4128940",1,1,1,0,1,0,0,0,1,0,"equal"
"891221-3426868",1,1,0,0,1,0,0,1,0,0,"equal"
"820119-4136681",1,0,0,0,0,1,1,0,0,1,"equal"
"720609-1766461",1,1,0,0,1,1,0,1,0,0,"equal"
"711217-2283664",1,0,0,0,1,1,0,1,0,1,"equal"
"841006-4834792",0,1,0,0,1,0,1,0,0,1,"equal"
"760804-4074482",0,0,1,1,0,0,0,1,1,1,"equal"
"650704-1697575",1,0,1,0,0,1,1,0,0,0,"equal"
"940828-1510779",0,0,0,1,0,0,0,0,0,1,"equal"
"740224-2374404",1,1,0,1,1,0,0,1,1,1,"equal"
"990226-3262175",1,1,0,1,1,0,1,1,1,0,"equal"
"920705-4825962",1,0,1,0,1,1,0,0,0,1,"equal"
"541101-3111229",1,1,0,1,1,1,1,0,1,0,"equal"
"690524-3008288",0,0,1,0,0,1,1,1,1,0,"equal"
"840115-3764428",0,0,0,0,1,0,1,1,0,1,"equal"
"520325-2492075",0,0,1,1,1,0,0,1,0,0,"equal"
"961006-1073411",1,0,1,1,0,1,0,0,1,0,"equal"
"640724-2161634",0,1,1,0,0,0,0,1,0,0,"equal"
"710312-2288050",1,0,0,0,1,0,1,0,0,0,"equal"
"590624-3321797",1,0,1,1,0,0,1,1,0,1,"equal"
"720903-1524464",1,0,1,0,1,1,0,0,1,0,"equal"
"790524-2161333",0,1,0,1,0,1,1,1,1,1,"equal"
"621015-2596086",0,1,1,1,1,1,0,1,0,1,"equal"
"670316-1106033",1,0,1,0,1,0,1,1,0,0,"equal"
