"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10","Status"
"750325-3856908",0,0,1,1,1,1,1,1,1,1,"equal"
"510702-2251966",0,0,0,0,1,1,0,1,0,1,"equal"
"570723-3878356",0,0,0,0,0,0,1,1,1,1,"equal"
"900706-1018403",1,0,0,0,1,0,1,0,1,1,"equal"
"790503-2699986",0,1,1,1,0,0,0,0,1,1,"equal"
"681102-4831479",1,1,0,0,0,0,1,0,0,1,"equal"
"960418-1484003",1,1,1,0,1,1,0,1,1,0,"equal"
"680115-2773185",1,1,1,1,1,1,1,0,0,0,"equal"
"671117-4248144",1,1,1,0,1,1,0,0,0,0,"equal"
"670606-2788358",0,1,1,1,1,0,0,1,1,0,"equal"
"750220-4353341",0,1,1,1,1,1,0,0,1,0,"equal"
"810613-1710187",0,0,1,1,0,1,1,1,0,1,"equal"
"960427-3329823",1,1,1,1,0,0,0,1,1,0,"equal"
"800720-1084247",0,1,1,1,0,0,1,0,1,0,"equal"
"960108-2094610",0,0,0,0,1,1,1,0,0,1,"equal"
"951226-4766854",0,1,0,0,0,1,1,1,0,0,"equal"
"610524-1715622",1,0,1,0,0,0,0,0,0,0,"equal"
"960615-3829054",1,0,1,0,0,1,1,1,1,1,"equal"
"510420-4195094",1,0,0,1,0,1,0,1,1,1,"equal"
"530528-1165599",0,0,0,0,1,0,1,0,0,1,"equal"
"710708-2696711",1,1,0,1,1,1,0,0,1,1,"equal"
"990328-1268990",1,0,0,1,0,0,1,1,0,1,"equal"
"690311-3317773",1,1,1,1,1,0,1,0,0,1,"equal"
"621207-2797186",1,1,0,0,0,1,0,0,1,1,"equal"
"960512-3976973",0,1,0,1,0,1,0,1,1,1,"equal"
"631224-4073159",1,0,0,0,0,1,0,1,0,1,"equal"
"680824-1187060",1,1,1,1,0,0,1,0,1,0,"equal"
"591105-3098537",0,1,1,0,1,0,0,1,0,0,"equal"
"700103-2185141",0,1,0,1,0,0,0,0,0,0,"equal"
"750109-2763005",1,1,0,0,1,1,1,1,1,0,"equal"
"960304-2935722",0,1,1,1,1,0,0,0,1,1,"equal"
"500320-1299748",0,1,1,1,1,0,1,0,0,1,"equal"
"700123-1089629",0,1,1,1,0,0,1,1,0,1,"equal"
"941210-3791686",1,0,1,1,0,1,1,0,0,1,"equal"
"810706-1167135",1,1,1,0,1,0,1,1,0,0,"equal"
"580221-1785060",1,0,1,0,0,0,1,1,0,1,"equal"
"530415-3327284",0,0,0,1,1,0,1,1,1,1,"equal"
"740405-2085936",0,0,1,1,1,0,0,0,0,1,"equal"
"690724-4372882",1,1,0,1,0,0,1,0,0,0,"equal"
"990728-1569305",0,1,0,1,1,0,1,0,0,0,"equal"
"950210-3169752",1,0,0,1,1,0,1,0,1,0,"equal"
"830413-1353198",1,1,0,1,1,0,1,0,0,0,"equal"
"860726-1656330",1,1,1,0,0,1,0,0,1,0,"equal"
"780820-4401810",0,1,0,0,1,1,0,0,0,1,"equal"
"560416-2349689",1,1,0,1,0,0,1,1,1,1,"equal"
"590121-2840432",1,1,1,0,1,0,1,1,1,0,"equal"
"761206-4907059",0,1,0,1,0,1,1,1,1,1,"equal"
"600522-3428003",0,1,0,1,1,0,0,0,0,1,"equal"
"780408-2202013",1,1,0,1,1,1,0,0,1,0,"equal"
"870927-1697298",1,1,0,1,0,0,0,0,0,0,"equal"
"921005-2869192",0,0,0,1,0,1,0,1,1,0,"equal"
"591108-1300643",1,0,0,0,1,0,1,0,0,0,"equal"
"670606-4824527",1,1,1,1,1,0,0,1,1,0,"equal"
"850313-2122208",0,1,1,0,0,0,1,0,0,0,"equal"
"900512-1132697",1,1,1,1,1,1,1,1,0,1,"equal"
"890519-3666113",0,0,1,1,1,0,0,0,0,1,"equal"
"580222-3084276",0,1,1,1,0,0,0,0,0,0,"equal"
"980712-2192206",1,0,0,0,0,1,1,0,1,0,"equal"
"771120-1479843",1,0,0,0,1,1,0,1,1,0,"equal"
"610527-2520430",0,0,0,1,1,1,0,0,1,0,"equal"
"710401-1334379",0,0,1,0,0,1,1,1,0,0,"equal"
"970703-4570327",0,0,0,0,1,0,1,0,0,0,"equal"
"560111-4466220",1,0,0,0,0,1,0,0,1,1,"equal"
"920304-4709094",1,1,1,0,1,0,1,0,0,0,"equal"
"971217-3939090",0,1,0,0,1,1,1,0,1,0,"equal"
"751206-1005882",0,0,0,0,0,1,0,1,0,1,"equal"
"911025-3732665",0,1,1,0,1,0,0,0,1,0,"equal"
"650519-4168066",1,0,0,0,1,1,0,0,0,1,"equal"
"520918-4219994",0,1,0,0,0,1,1,0,0,1,"equal"
"570525-3577115",0,0,0,1,1,1,0,0,0,1,"equal"
"890525-3368075",1,0,0,0,1,0,0,1,1,1,"equal"
"800318-2342899",1,0,1,0,1,0,1,0,1,0,"equal"
"990319-2847142",1,1,0,0,1,1,1,1,1,0,"equal"
"701028-2686732",0,0,0,1,0,1,0,0,1,0,"equal"
"891202-2697323",1,0,1,1,0,0,0,1,0,0,"equal"
"951113-1752771",0,1,1,1,1,0,0,1,1,1,"equal"
"860916-2976968",1,0,0,1,0,1,1,0,0,1,"equal"
"970123-2546259",0,0,0,0,0,1,1,1,1,0,"equal"
"851215-1993428",0,1,1,0,1,0,0,0,1,1,"equal"
"571025-4231550",0,1,0,1,0,1,1,0,1,1,"equal"
"660921-1784271",0,0,1,0,0,1,1,1,0,1,"equal"
"820322-3269076",0,0,0,1,0,0,0,1,1,1,"equal"
"530707-2845925",0,0,0,0,0,1,1,1,1,0,"equal"
"631111-4903949",0,1,0,0,0,0,0,0,1,1,"equal"
"690127-3153401",1,1,1,1,1,0,1,1,1,1,"equal"
"890318-3804093",0,0,1,0,0,1,1,1,1,1,"equal"
"810506-2724838",1,0,1,1,0,0,0,1,0,0,"equal"
"611113-2878814",1,0,0,1,1,0,0,1,1,0,"equal"
"931228-2937844",0,0,0,1,1,1,1,1,0,0,"equal"
"640907-1636385",1,0,1,0,1,1,1,0,1,1,"equal"
"720807-2805777",1,1,0,0,0,0,0,0,1,0,"equal"
"971112-3836443",0,1,1,1,1,0,1,1,0,0,"equal"
"711202-3091821",1,0,0,0,0,1,0,1,1,1,"equal"
"550603-1529066",0,0,1,1,0,0,1,0,0,1,"equal"
"600503-1805649",0,0,0,1,0,1,0,1,0,0,"equal"
"950705-3319482",0,0,0,1,1,1,1,0,1,0,"equal"
"610825-1487961",0,1,0,0,0,1,1,0,0,0,"equal"
"720103-2672622",1,1,1,1,0,1,0,0,1,1,"equal"
"910514-4306289",1,0,0,0,1,1,1,0,1,0,"equal"
"530628-4941271",1,1,1,0,0,1,0,0,0,1,"equal"
"560325-4621779",1,0,0,0,0,1,0,1,0,0,"equal"
"900701-4843827",0,0,0,1,0,0,0,0,0,0,"equal"
"791128-3696284",0,0,0,0,0,1,0,1,0,1,"equal"
"861019-4709407",1,0,1,0,1,1,1,0,0,1,"equal"
"851117-4328553",0,0,0,1,0,1,0,1,0,1,"equal"
"630817-3546476",0,1,0,0,0,0,1,1,0,0,"equal"
"921028-2743246",0,1,0,0,1,0,1,0,1,1,"equal"
"941021-2480968",0,0,1,0,1,0,0,1,1,1,"equal"
"701003-4799025",0,1,1,1,0,0,0,1,1,0,"equal"
"510525-2294677",0,0,1,0,0,0,0,1,0,1,"equal"
"920628-4123805",1,0,1,1,1,1,1,1,0,0,"equal"
"631120-3193537",0,0,1,0,0,1,1,1,1,0,"equal"
"550214-1372149",0,0,0,0,0,0,1,1,0,0,"equal"
"851221-4321029",0,0,0,0,1,0,0,0,1,1,"equal"
"561003-2133365",1,0,1,1,0,0,0,1,0,1,"equal"
"841001-4685293",1,1,1,1,0,0,0,0,0,1,"equal"
"560715-2454023",0,1,1,0,1,0,1,0,0,0,"equal"
"660813-1543865",0,0,0,1,0,0,0,1,1,1,"equal"
"970222-3966302",1,1,0,0,0,0,0,0,1,1,"equal"
"610127-2533585",0,1,1,1,1,0,0,0,1,0,"equal"
"970809-3732124",1,0,1,1,1,1,0,1,1,1,"equal"
"991210-3944642",1,0,0,0,1,0,1,1,1,0,"equal"
"681212-3660358",1,1,1,1,0,1,1,1,1,0,"equal"
"951206-4893636",1,0,1,1,1,1,0,0,0,1,"equal"
"510515-1806698",1,0,1,0,1,0,0,1,1,1,"equal"
"810424-3916739",1,1,1,1,1,0,0,1,1,0,"equal"
"680518-2172140",1,1,1,1,0,0,1,0,0,0,"equal"
"790115-3815918",0,1,1,1,1,0,1,1,0,1,"equal"
"790524-2621202",0,0,1,1,1,1,0,0,0,0,"equal"
"550628-1793256",0,1,0,0,1,0,1,0,0,0,"equal"
"600608-1576333",1,0,0,1,1,0,1,1,0,1,"equal"
"520317-3704534",0,1,1,0,1,1,0,0,1,1,"equal"
"921101-2396855",0,1,1,0,0,0,1,1,0,1,"equal"
"920928-1653429",0,1,0,0,0,1,1,0,1,1,"equal"
"920908-1904439",1,1,0,0,1,1,1,0,1,0,"equal"
"560806-3636538",0,0,0,1,1,1,1,1,0,0,"equal"
"710426-2476662",1,1,0,1,1,1,1,0,1,0,"equal"
"790223-2091304",1,0,0,1,0,0,1,0,0,1,"equal"
"780419-2974465",0,0,1,1,1,0,0,0,0,1,"equal"
"581009-1021862",1,0,1,1,0,0,0,0,1,1,"equal"
"610215-1040183",1,0,1,0,0,1,1,0,1,1,"equal"
"650816-3308667",1,1,0,0,0,1,1,1,1,1,"equal"
"790105-1784880",1,1,0,0,0,1,0,1,1,1,"equal"
"630721-1638680",0,0,0,1,1,1,0,0,1,0,"equal"
"881103-3706934",0,1,0,0,1,1,1,1,0,0,"equal"
"610713-3089699",0,0,1,1,1,1,1,1,0,1,"equal"
"970627-4796193",0,0,0,1,0,0,0,0,0,1,"equal"
"940928-1364230",0,0,1,1,0,0,1,0,1,0,"equal"
"891003-1142405",0,0,1,1,1,1,1,1,1,0,"equal"
"630525-1649278",1,0,1,1,0,1,1,0,1,1,"equal"
"531027-3485915",1,0,0,0,1,1,0,1,1,0,"equal"
"830216-2319648",0,0,0,1,1,0,0,1,0,1,"equal"
"740716-3841636",1,0,1,1,1,1,0,1,0,0,"equal"
"910706-4216400",1,0,0,1,1,1,1,0,1,1,"equal"
"800617-1623334",0,0,0,0,0,1,0,1,1,1,"equal"
"951011-2639130",0,1,0,0,1,0,0,0,0,0,"equal"
"510227-3219868",1,0,1,0,0,0,0,1,1,1,"equal"
"550522-2718871",0,0,0,1,0,0,1,0,1,0,"equal"
"691011-1244378",0,1,1,0,1,0,0,0,0,1,"equal"
"860919-4533413",0,1,0,1,1,1,1,0,1,0,"equal"
"671128-1951226",0,0,1,0,1,0,1,0,0,0,"equal"
"501213-4727948",1,0,0,1,0,1,1,0,1,0,"equal"
"880717-1627767",0,0,1,1,0,0,1,0,0,1,"equal"
"711019-1044858",1,1,1,0,0,1,1,0,0,0,"equal"
"921209-2679895",1,0,0,0,0,0,0,0,0,0,"equal"
"510827-2662069",0,1,1,1,1,0,0,1,1,1,"equal"
"540924-1894440",0,0,1,1,1,1,0,1,0,1,"equal"
"600218-3994533",0,1,0,1,0,0,1,0,0,1,"equal"
"580701-3851954",0,0,1,0,0,1,1,1,0,1,"equal"
"611201-2709058",1,0,1,0,1,0,1,0,1,1,"equal"
"530924-4696095",1,0,0,0,1,0,0,1,0,1,"equal"
"870503-4162702",0,1,1,0,0,0,1,0,1,0,"equal"
"990616-4719885",1,0,0,0,1,0,1,0,1,0,"equal"
"870110-3264066",1,0,0,1,0,1,1,1,0,1,"equal"
"661228-4473142",0,1,0,0,1,0,1,0,1,1,"equal"
"940314-4156506",1,1,0,1,1,0,0,1,1,0,"equal"
"770718-3347586",1,1,0,0,0,1,0,0,1,1,"equal"
"531209-3885842",1,0,0,1,0,1,0,1,1,1,"equal"
"920408-4457805",1,0,1,1,0,1,0,0,1,1,"equal"
"760723-4420101",1,1,1,0,0,0,1,1,1,1,"equal"
"941128-4479740",0,0,0,1,1,0,1,1,0,1,"equal"
"600920-2153799",1,1,0,1,1,1,0,0,1,0,"equal"
"830106-4223952",1,1,0,1,0,0,1,1,1,1,"equal"
"660117-1638610",0,1,0,1,0,0,1,0,1,0,"equal"
"641012-3484642",0,1,0,0,1,1,1,1,1,1,"equal"
"880401-1720430",0,0,0,0,1,1,0,1,0,1,"equal"
"651010-2830137",0,0,0,0,0,0,0,0,0,1,"equal"
"521024-2515158",0,1,1,0,0,1,1,1,0,0,"equal"
"640101-3350486",0,1,1,0,0,1,0,0,1,0,"equal"
"520715-3924311",1,0,1,0,1,1,1,1,1,1,"equal"
"640605-3810803",0,0,1,0,1,0,1,1,1,0,"equal"
"720704-4654252",0,1,0,0,1,1,0,1,0,1,"equal"
"840607-4907424",0,0,0,0,0,0,1,1,1,1,"equal"
"990320-2859577",1,1,1,0,0,1,0,0,1,0,"equal"
"660811-3337241",1,0,0,1,1,1,0,0,0,1,"equal"
"760111-4316766",0,0,1,1,0,0,1,0,1,1,"equal"
"660317-4213824",1,1,1,0,0,0,0,0,1,0,"equal"
"790424-4370595",1,0,1,1,1,0,0,0,1,0,"equal"
"600902-3696547",0,0,1,0,1,1,0,0,1,1,"equal"
"990425-2806294",1,0,1,0,1,1,1,1,0,1,"equal"
"810606-2293020",1,0,1,1,0,0,1,1,1,1,"equal"
"540911-4459297",0,1,0,0,0,1,0,0,0,0,"equal"
"500513-1188052",1,1,1,1,1,0,1,1,0,1,"equal"
"910212-3359742",0,0,1,1,0,0,1,1,0,0,"equal"
"951222-4107318",1,1,0,0,0,0,0,1,1,1,"equal"
"630504-2166212",0,1,1,1,1,1,1,0,1,1,"equal"
"941022-4312082",1,1,1,1,1,0,1,1,0,1,"equal"
"810911-1197805",0,0,0,0,1,0,1,0,0,1,"equal"
"680109-1448117",0,1,1,0,0,0,1,0,0,1,"equal"
"520428-2450939",1,1,1,1,0,1,0,0,1,1,"equal"
"530607-1730974",0,1,1,0,0,1,0,1,1,1,"equal"
"851105-1061301",0,0,0,0,1,1,0,1,0,0,"equal"
"870311-1813607",1,1,1,1,0,1,0,1,0,1,"equal"
"730816-2335200",1,1,0,1,1,1,1,1,0,0,"equal"
"980724-2955979",0,1,0,0,1,0,1,0,1,1,"equal"
"610422-2174304",0,0,0,0,1,0,0,1,1,1,"equal"
"980206-2186477",0,0,1,0,1,0,1,1,0,1,"equal"
"790622-2871223",0,1,1,0,0,1,1,1,0,0,"equal"
"560424-2916616",0,1,0,0,1,0,0,1,0,0,"equal"
"570405-3798157",1,1,0,1,0,0,1,0,1,0,"equal"
"820816-2990632",0,0,1,1,0,1,0,0,0,1,"equal"
"610107-2793715",1,1,1,0,1,1,0,1,0,0,"equal"
"831006-4944501",1,1,1,0,1,0,0,0,0,1,"equal"
"710825-1723681",1,0,0,1,1,1,0,1,1,0,"equal"
"540716-4293011",1,0,0,1,1,0,0,1,1,1,"equal"
"890110-4673997",0,0,0,0,0,1,0,0,0,0,"equal"
"570822-3671907",1,1,0,1,1,1,0,1,0,0,"equal"
"500910-3391597",0,1,0,0,0,1,0,1,1,1,"equal"
"860323-1770477",1,1,0,1,1,0,0,1,0,1,"equal"
"600225-1896458",1,0,1,1,1,1,0,1,1,1,"equal"
"800905-3404704",1,1,0,0,1,0,0,1,1,1,"equal"
"980324-1168232",0,1,0,0,1,1,0,0,1,1,"equal"
"680620-3617749",0,0,0,0,1,1,1,1,0,1,"equal"
"940728-4840736",0,0,0,0,0,0,1,0,0,0,"equal"
"600509-4017747",1,1,0,0,1,0,0,0,1,0,"equal"
"610725-2663695",1,0,1,0,1,1,0,1,1,1,"equal"
"670118-4527803",1,1,0,0,1,0,1,0,1,1,"equal"
"700506-3368173",1,0,0,0,0,0,1,1,0,1,"equal"
"790815-1375414",0,1,0,1,0,1,0,0,1,1,"equal"
"971006-3952337",0,0,0,0,0,0,1,0,0,1,"equal"
"760528-1156811",1,1,1,0,1,0,1,1,0,1,"equal"
"670213-4717462",1,0,1,0,0,0,0,0,1,1,"equal"
"851015-4341964",1,1,0,0,0,1,1,1,1,0,"equal"
"701127-2804604",1,0,0,0,1,0,1,0,0,1,"equal"
"641222-3215797",1,1,1,0,1,0,1,1,0,0,"equal"
"740923-4855111",1,1,0,1,1,0,0,0,0,1,"equal"
"971226-2071867",0,0,0,1,1,0,1,0,0,1,"equal"
"751207-3609278",1,0,1,0,1,1,0,1,1,1,"equal"
"751124-3336322",0,1,0,1,1,0,1,0,1,0,"equal"
"561217-4760121",0,1,1,0,1,0,0,1,1,1,"equal"
"820907-4144594",1,1,1,0,0,1,0,1,1,0,"equal"
"721222-3967556",0,0,0,0,1,0,0,0,1,0,"equal"
"741013-2886127",0,1,1,1,1,0,0,1,0,1,"equal"
"820405-3700497",1,0,1,0,1,0,1,1,1,1,"equal"
"750224-1856571",1,1,0,0,0,1,1,0,0,0,"equal"
"560522-4626906",0,1,1,1,0,0,1,1,1,1,"equal"
"791219-3491144",0,1,0,0,1,0,1,0,1,0,"equal"
"880612-4276117",1,0,1,0,1,0,0,0,0,0,"equal"
"810122-4149296",1,1,0,1,1,0,0,1,1,0,"equal"
"630902-1294692",1,1,1,1,0,0,1,1,1,1,"equal"
"960824-1529483",1,0,1,1,0,1,0,1,0,1,"equal"
"611103-3568097",0,0,0,1,0,0,1,1,1,1,"equal"
"520123-3896640",1,1,0,0,1,0,1,1,1,0,"equal"
"620225-1073754",1,1,0,1,1,1,0,1,0,1,"equal"
"801219-1836472",0,1,0,1,0,1,1,1,1,1,"equal"
"770319-1141150",1,0,1,1,0,1,1,1,0,0,"equal"
"900421-2553122",1,1,0,0,0,1,1,1,1,0,"equal"
"580613-1947439",0,0,0,0,1,1,1,1,0,1,"equal"
"640404-4585613",1,1,0,0,0,0,1,0,0,0,"equal"
"950407-1761666",0,0,0,1,1,1,0,0,0,0,"equal"
"931215-4555247",0,0,0,1,0,1,1,0,0,1,"equal"
"700602-4005047",1,0,0,1,1,0,0,1,0,1,"equal"
"950825-1217262",1,1,0,0,1,0,1,1,0,0,"equal"
"721015-4486934",0,1,1,0,0,0,0,1,1,1,"equal"
"900418-1825386",1,1,1,1,0,0,1,1,1,1,"equal"
"620724-1417400",0,0,0,1,1,1,1,1,0,1,"equal"
"870708-3205209",1,1,0,0,1,0,1,0,0,1,"equal"
"980324-4140474",0,0,1,1,1,0,0,1,1,1,"equal"
"891012-3919124",0,0,1,1,1,0,0,0,1,1,"equal"
"910518-1677084",1,1,1,1,1,1,1,0,1,1,"equal"
"740209-2680436",1,0,1,0,1,1,1,0,1,0,"equal"
"771109-2676934",1,1,0,1,1,1,1,1,0,1,"equal"
"920104-1672028",0,1,0,0,1,1,0,0,1,0,"equal"
"770625-2078430",0,0,0,0,0,0,1,1,1,1,"equal"
"791006-2274452",0,1,0,1,1,0,0,1,0,0,"equal"
"710127-3255472",1,1,1,0,1,1,1,0,1,1,"equal"
"560910-3562601",1,1,1,1,0,1,0,0,1,0,"equal"
"690416-1685522",1,0,1,1,1,0,1,1,1,1,"equal"
"740315-3032499",0,1,0,0,0,1,0,1,0,1,"equal"
"750821-2750539",0,0,0,1,1,0,0,1,0,1,"equal"
"601216-3232384",0,0,1,0,0,0,1,0,0,0,"equal"
"540113-2837933",1,1,1,1,1,1,0,1,0,1,"equal"
"910825-3191892",0,0,0,1,0,0,0,1,1,0,"equal"
"541228-3755875",1,0,1,0,1,0,1,0,0,0,"equal"
"971106-2830413",0,1,1,1,1,1,0,1,0,1,"equal"
"560425-4963981",0,0,0,1,1,0,1,0,0,1,"equal"
"581116-2675724",1,0,0,1,1,0,0,0,1,0,"equal"
"920704-1936464",0,0,0,1,0,0,0,0,1,0,"equal"
"581016-1835558",1,1,1,1,0,0,0,1,0,1,"equal"
"640225-4494661",1,1,0,1,1,0,0,1,1,1,"equal"
"721101-3903140",1,1,0,0,1,1,0,0,1,0,"equal"
"991017-2315836",1,0,1,1,0,1,0,0,1,0,"equal"
"760202-3674036",0,0,1,1,0,1,1,0,0,1,"equal"
"961017-3392304",0,0,1,1,0,1,1,1,1,1,"equal"
"860109-3616056",0,0,0,0,0,0,1,0,0,0,"equal"
"691121-4128613",0,1,0,1,1,1,0,1,1,0,"equal"
"600314-4880116",1,0,0,0,1,0,1,1,1,0,"equal"
"780320-1783467",1,0,1,0,1,1,1,0,0,0,"equal"
"941117-3766307",0,1,1,0,0,1,0,1,1,0,"equal"
"900809-2817941",1,1,0,1,0,0,1,0,0,1,"equal"
"740310-1620376",1,1,0,0,1,0,1,0,1,1,"equal"
"600307-4680565",1,1,1,1,0,0,1,1,1,1,"equal"
"500725-3748740",0,1,0,1,0,0,1,1,0,0,"equal"
"750218-3354642",0,1,1,0,1,1,1,1,1,0,"equal"
"880907-3172464",0,0,0,0,0,0,1,1,0,0,"equal"
"900217-3175534",0,0,1,1,0,1,0,0,1,1,"equal"
"970304-2665832",0,0,0,0,0,1,1,1,1,1,"equal"
"830503-2522502",1,0,0,1,0,1,0,1,1,1,"equal"
"840826-2308246",0,1,0,1,1,1,0,0,0,0,"equal"
"570819-4185457",0,0,1,0,1,1,0,1,0,1,"equal"
"890903-2901635",0,1,0,0,0,1,1,1,1,0,"equal"
"841211-2168008",1,1,0,1,1,0,0,0,0,1,"equal"
"941102-3363530",1,1,0,0,0,1,1,1,0,1,"equal"
"810303-3146455",1,1,0,1,0,0,1,0,0,1,"equal"
"870917-4028837",1,0,0,1,1,0,0,1,0,1,"equal"
"631022-2978270",0,1,0,0,0,0,1,0,0,0,"equal"
"701003-4200691",0,1,0,1,1,1,1,1,1,1,"equal"
"960714-4209505",1,1,1,0,1,1,1,0,1,1,"equal"
"721212-1333036",1,1,1,1,1,0,0,0,0,1,"equal"
"651023-3799354",0,1,0,0,0,1,0,0,0,0,"equal"
"520223-1744954",0,1,0,0,0,0,1,1,1,0,"equal"
"770222-4106083",0,1,0,1,1,0,0,0,1,1,"equal"
"600221-4799758",0,1,1,0,1,1,0,0,1,1,"equal"
"790607-1123916",1,1,1,1,1,1,1,1,0,1,"equal"
"880510-1870875",1,0,1,1,1,1,1,0,1,1,"equal"
"940609-1668090",1,1,0,0,0,1,0,1,0,1,"equal"
"920513-3466637",1,0,1,0,0,0,1,1,1,0,"equal"
"950407-1525537",1,1,1,0,0,1,0,1,1,1,"equal"
"771115-2178020",1,1,1,0,0,1,0,1,0,0,"equal"
"770221-1913750",0,0,0,0,0,1,0,1,1,1,"equal"
"880101-4508218",0,0,1,0,0,1,0,0,0,1,"equal"
"770706-3576341",0,0,0,0,1,1,1,1,0,0,"equal"
"900807-4277906",0,0,0,0,0,1,1,1,0,0,"equal"
"841208-2593330",1,0,1,1,0,1,1,1,1,0,"equal"
"930627-1708168",1,1,1,1,1,1,1,1,0,1,"equal"
"980605-1588613",0,0,0,0,0,1,0,1,1,0,"equal"
"920206-2299254",0,0,0,0,1,0,1,1,1,1,"equal"
"940510-4393825",1,1,0,1,1,0,0,1,0,1,"equal"
"610705-2952198",1,1,0,1,1,1,1,0,1,0,"equal"
"890605-2438788",1,1,0,1,1,0,1,1,1,1,"equal"
"580326-1601502",0,0,1,0,1,0,0,0,1,0,"equal"
"641004-3078799",1,1,1,1,1,0,1,0,0,0,"equal"
"541024-2929052",1,0,0,0,0,1,1,1,1,1,"equal"
"710620-3471206",0,0,0,0,0,1,1,1,1,1,"equal"
"951026-1207635",1,0,1,1,1,0,0,1,0,1,"equal"
"720203-4961416",1,0,0,0,1,0,1,1,1,1,"equal"
"620317-3522504",1,0,0,1,1,1,1,1,1,0,"equal"
"911104-1754414",0,0,0,1,1,0,1,0,1,1,"equal"
"640511-4397583",1,1,0,1,0,0,1,1,1,0,"equal"
"620202-1345801",0,0,0,1,0,1,0,0,1,1,"equal"
"510402-2765980",0,0,0,0,0,0,1,1,0,1,"equal"
"881202-1856495",0,1,0,0,1,1,1,1,1,1,"equal"
"771006-3591059",1,1,1,0,0,1,0,1,0,1,"equal"
"670711-2261477",0,0,1,0,0,0,0,1,0,0,"equal"
"531007-2106323",0,1,0,0,1,1,1,1,1,1,"equal"
"951014-4229956",1,1,0,1,0,1,0,0,0,1,"equal"
"840203-2753662",1,1,0,0,0,1,0,1,1,1,"equal"
"650803-3296528",0,0,0,1,0,0,1,1,1,1,"equal"
"611211-3273617",1,1,0,0,0,0,0,0,0,0,"equal"
"810808-2900952",0,1,0,0,1,0,1,0,1,1,"equal"
"970124-3871841",1,0,1,1,1,0,1,0,1,1,"equal"
"921226-1357807",1,0,0,0,0,1,0,1,1,0,"equal"
"890604-2261853",0,1,0,1,1,0,0,1,1,0,"equal"
"781004-3255684",1,0,1,0,1,0,1,1,0,0,"equal"
"711204-4333743",0,0,1,1,0,1,1,0,1,1,"equal"
"650816-1619600",0,0,0,1,0,1,0,0,1,1,"equal"
"690601-2786118",0,1,0,0,0,1,1,1,1,0,"equal"
"740320-2392202",1,0,1,0,0,1,1,1,1,0,"equal"
"610512-4589665",0,1,1,0,1,0,0,1,0,1,"equal"
"761108-2543238",0,1,1,0,0,1,0,0,0,1,"equal"
"711210-1028646",1,1,1,1,1,1,1,0,0,0,"equal"
"910408-3540534",0,0,1,1,1,1,0,1,1,0,"equal"
"611108-2906711",1,0,1,0,1,0,0,1,1,1,"equal"
"931118-1306828",0,1,0,1,1,0,1,0,1,1,"equal"
"851115-1680649",0,1,0,0,0,0,0,0,1,0,"equal"
"700505-2446051",1,0,1,0,0,1,1,1,1,0,"equal"
"610326-4645368",0,1,1,1,0,1,1,1,1,1,"equal"
"610204-4495276",0,0,1,0,0,0,0,1,1,1,"equal"
"560807-3372292",1,0,0,1,0,1,1,1,0,1,"equal"
"980309-4086657",0,0,0,0,1,0,0,1,1,1,"equal"
"550311-3419006",1,1,0,1,0,0,0,0,1,0,"equal"
"520816-2537788",0,1,1,0,0,0,1,0,1,1,"equal"
"840622-1894402",1,1,0,1,0,0,1,0,0,1,"equal"
"680104-4347446",0,0,1,0,0,1,0,0,1,0,"equal"
"570810-4772113",0,0,1,1,0,1,0,0,0,0,"equal"
"831125-3057679",0,1,1,1,0,1,0,1,1,0,"equal"
"580113-3337085",0,0,1,0,0,0,0,1,0,0,"equal"
"970323-1208258",0,0,0,1,0,0,1,0,1,0,"equal"
"890709-3255367",0,0,0,1,0,0,0,0,1,1,"equal"
"990205-1094574",0,0,0,0,0,1,0,1,1,1,"equal"
"840315-1224454",0,0,1,1,0,0,1,1,1,0,"equal"
"960621-4185922",1,0,1,0,1,0,0,1,1,0,"equal"
"520110-2841979",0,1,1,0,0,1,0,0,1,1,"equal"
"730617-3090991",1,0,0,0,1,1,0,0,0,0,"equal"
"880527-3550330",1,0,0,1,0,1,0,1,0,0,"equal"
"980113-3428971",0,1,1,0,0,1,0,1,0,0,"equal"
"700713-2381581",0,1,1,0,1,1,1,1,0,0,"equal"
"670803-1873832",0,1,1,1,1,1,0,0,0,0,"equal"
"580914-3497383",0,0,0,1,1,0,0,0,1,0,"equal"
"801118-4156273",0,0,0,0,1,0,1,0,1,1,"equal"
"790411-1863714",1,1,0,0,1,0,1,0,1,0,"equal"
"860225-1723664",1,1,1,1,1,1,1,0,0,1,"equal"
"880616-4298933",0,1,0,0,0,0,0,1,1,0,"equal"
"701122-1908750",1,0,0,0,1,1,1,0,1,1,"equal"
"940921-4718186",1,1,0,0,0,1,1,1,1,1,"equal"
"671003-4002016",0,1,1,0,0,1,0,0,0,1,"equal"
"680311-4921514",0,0,0,1,0,0,1,1,1,1,"equal"
"860423-1016987",0,0,0,0,1,1,0,1,1,0,"equal"
"510502-1129044",1,1,1,0,0,1,1,0,1,0,"equal"
"700503-2772652",1,0,0,0,0,0,0,0,0,1,"equal"
"590817-1403891",0,0,0,1,1,1,1,1,0,1,"equal"
"800620-2802263",1,1,0,1,0,0,0,1,1,1,"equal"
